127.0.0.1 - - [07/Dec/2021:14:41:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:41:47 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 4761
127.0.0.1 - - [07/Dec/2021:14:41:47 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:41:47 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:41:47 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:42:40 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 4761
127.0.0.1 - - [07/Dec/2021:14:42:40 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:42:40 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:42:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 4761
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/main.css HTTP/1.1" 200 4550
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/rightimage.jpg HTTP/1.1" 200 7907804
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:42:53 +0900] "GET /201844102_final/bada.jpg HTTP/1.1" 200 2384659
127.0.0.1 - - [07/Dec/2021:14:43:03 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 4761
127.0.0.1 - - [07/Dec/2021:14:43:03 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:43:03 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:43:03 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5705
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /201844102_final/img/slide.jpg HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:44:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:45:48 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5705
127.0.0.1 - - [07/Dec/2021:14:45:48 +0900] "GET /201844102_final/middleimage.png HTTP/1.1" 200 1879447
127.0.0.1 - - [07/Dec/2021:14:45:48 +0900] "GET /201844102_final/img/left.png HTTP/1.1" 404 843
127.0.0.1 - - [07/Dec/2021:14:45:48 +0900] "GET /201844102_final/img/right.png HTTP/1.1" 404 844
127.0.0.1 - - [07/Dec/2021:14:45:48 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:49:24 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5703
127.0.0.1 - - [07/Dec/2021:14:49:24 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:49:24 +0900] "GET /201844102_final/leftarrow.png HTTP/1.1" 200 3091
127.0.0.1 - - [07/Dec/2021:14:49:24 +0900] "GET /201844102_final/rightarrow.png HTTP/1.1" 200 3062
127.0.0.1 - - [07/Dec/2021:14:50:42 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 3400
127.0.0.1 - - [07/Dec/2021:14:50:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:51:14 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5702
127.0.0.1 - - [07/Dec/2021:14:51:14 +0900] "GET /201844102_final/main.css HTTP/1.1" 200 4550
127.0.0.1 - - [07/Dec/2021:14:51:14 +0900] "GET /201844102_final/leftarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:51:14 +0900] "GET /201844102_final/rightarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:51:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:51:48 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5702
127.0.0.1 - - [07/Dec/2021:14:51:48 +0900] "GET /201844102_final/main.css HTTP/1.1" 200 4523
127.0.0.1 - - [07/Dec/2021:14:51:48 +0900] "GET /201844102_final/rightarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:51:48 +0900] "GET /201844102_final/leftarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:51:48 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:51:53 +0900] "GET /201844102_final/join.jsp HTTP/1.1" 200 1899
127.0.0.1 - - [07/Dec/2021:14:51:53 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:51:56 +0900] "GET /201844102_final/index.jsp? HTTP/1.1" 200 5702
127.0.0.1 - - [07/Dec/2021:14:51:56 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:52:21 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5702
127.0.0.1 - - [07/Dec/2021:14:52:21 +0900] "GET /201844102_final/main.css HTTP/1.1" 200 4550
127.0.0.1 - - [07/Dec/2021:14:52:21 +0900] "GET /201844102_final/rightarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:52:21 +0900] "GET /201844102_final/leftarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:52:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [07/Dec/2021:14:54:53 +0900] "POST /201844102_final/login_Action.jsp HTTP/1.1" 200 251
127.0.0.1 - - [07/Dec/2021:14:54:53 +0900] "GET /201844102_final/afterlogin.jsp HTTP/1.1" 200 1893
127.0.0.1 - - [07/Dec/2021:14:54:53 +0900] "GET /201844102_final/afterloginmain.css HTTP/1.1" 200 1651
127.0.0.1 - - [07/Dec/2021:14:54:53 +0900] "GET /201844102_final/leftimage.jpg HTTP/1.1" 200 7377695
127.0.0.1 - - [07/Dec/2021:14:57:59 +0900] "POST /201844102_final/login_Action.jsp HTTP/1.1" 200 425
127.0.0.1 - - [07/Dec/2021:14:58:00 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5757
127.0.0.1 - - [07/Dec/2021:14:58:00 +0900] "GET /201844102_final/main.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:58:00 +0900] "GET /201844102_final/leftarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:58:00 +0900] "GET /201844102_final/rightarrow.png HTTP/1.1" 304 -
127.0.0.1 - - [07/Dec/2021:14:58:03 +0900] "GET /201844102_final/logout_Action.jsp HTTP/1.1" 200 253
127.0.0.1 - - [07/Dec/2021:14:58:03 +0900] "GET /201844102_final/index.jsp HTTP/1.1" 200 5757
127.0.0.1 - - [07/Dec/2021:14:58:06 +0900] "POST /201844102_final/login_Action.jsp HTTP/1.1" 200 251
127.0.0.1 - - [07/Dec/2021:14:58:07 +0900] "GET /201844102_final/afterlogin.jsp HTTP/1.1" 200 1893
